Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Limestone County","Limestone County, Alabama","1450228326","122381869","050","00","3","6","01083","01","083",82782,82782,147.8418,559.936320940483,607.1882,559.9363,47.25191,82782,41910,40872,82782,5352,5414,5686,3407,6617,11051,12215,12967,9886,6129,3066,992,38.4,37.6,39.2,82782,66506,10429,547,924,42,2866,1468,82782,78191,65112,10350,487,911,26,83,1222,4591,1394,79,60,13,16,2783,246,31446,22876,17923,4953,1368,3585,8570,7468,1102,82782,79875,69939,22876,17923,23506,1874,659,483,1289,1329,9936,7468,1102,1366,2907,2897,10,34977,31446,24187,7259,34977,31446,3531,3531,1004,1523,1004
"Lowndes County","Lowndes County, Alabama","1854199648","23723525","050","00","3","6","01085","01","085",11299,11299,15.7827,715.910529315194,725.0703,715.9105,9.159704,11299,5289,6010,11299,746,705,771,510,1049,1177,1314,1863,1509,986,482,187,40.6,39.3,41.7,11299,2859,8310,25,14,0,31,60,11299,11212,2841,8283,25,14,0,4,45,87,18,27,0,0,0,27,15,4352,3071,1744,1327,223,1104,1281,1171,110,11299,11203,9801,3071,1744,3384,825,204,103,301,169,1402,1171,110,121,96,96,0,5140,4352,3413,939,5140,4352,788,788,156,315,317
"Macon County","Macon County, Alabama","1577005015","11194263","050","00","3","6","01087","01","087",21452,21452,35.23161,608.885082093045,613.2072,608.8851,4.322129,21452,9826,11626,21452,1169,1068,1249,934,3805,2227,2255,2840,2874,1660,973,398,36.3,35.2,37.2,21452,3319,17729,29,76,2,69,228,21452,21220,3267,17631,28,76,2,12,204,232,52,98,1,0,0,57,24,8499,5051,2429,2622,446,2176,3448,2976,472,21452,19680,15629,5051,2429,5636,1075,354,179,467,438,4051,2976,472,603,1772,230,1542,10259,8499,5393,3106,10259,8499,1760,1760,492,374,894
"Madison County","Madison County, Alabama","2076116529","28771340","050","00","3","6","01089","01","089",334811,334811,417.682,801.593088462186,812.7018,801.5931,11.10868,334811,164320,170491,334811,20869,21285,22834,14502,34596,43958,44357,53816,37721,23151,13284,4438,37.3,35.8,38.6,334811,228280,80376,2551,8265,365,6719,8255,334811,319407,221445,79517,2335,8167,321,471,7151,15404,6835,859,216,98,44,6248,1104,134700,89150,66176,22974,5710,17264,45550,38702,6848,334811,326769,272612,89150,66176,94515,6907,3054,2310,5196,5304,54157,38702,6848,8607,8042,2327,5715,146447,134700,92153,42547,146447,134700,11747,11747,5017,3535,3195
"Marengo County","Marengo County, Alabama","2530112461","14994547","050","00","3","6","01091","01","091",21027,21027,21.52461,976.881943854566,982.6714,976.882,5.789427,21027,9913,11114,21027,1307,1369,1484,1031,1774,2171,2621,3052,2794,1822,1136,466,40.4,39.2,41.3,21027,9751,10872,34,53,13,140,164,21027,20675,9607,10838,31,53,9,1,136,352,144,34,3,0,4,139,28,8535,5787,3731,2056,392,1664,2748,2525,223,21027,20773,17749,5787,3731,6273,864,246,125,406,317,3024,2525,223,276,254,240,14,10237,8535,6402,2133,10237,8535,1702,1702,227,626,849
"Marion County","Marion County, Alabama","1922526826","3313145","050","00","3","6","01093","01","093",30776,30776,41.46078,742.291797490954,743.571,742.2918,1.279212,30776,15293,15483,30776,1712,1818,1947,1188,2355,3246,4133,4522,4210,3289,1717,639,42.8,41.5,44.1,30776,28791,1184,101,54,14,291,341,30776,30144,28509,1178,94,53,7,24,279,632,282,6,7,1,7,267,62,12651,8676,6560,2116,584,1532,3975,3589,386,30776,29908,25469,8676,6560,7876,946,174,212,449,576,4439,3589,386,464,868,820,48,14737,12651,9222,3429,14737,12651,2086,2086,441,623,1022
"Marshall County","Marshall County, Alabama","1465522757","148503356","050","00","3","6","01095","01","095",93019,93019,164.3905,565.841546756201,623.179,565.8416,57.33747,93019,45843,47176,93019,6546,6362,6341,4010,8142,11364,12179,13008,11205,8013,4456,1393,38.2,36.5,39.6,93019,81464,1494,706,478,103,7210,1564,93019,81781,78060,1389,570,475,63,63,1161,11238,3404,105,136,3,40,7147,403,35810,25328,19132,6196,1856,4340,10482,9103,1379,93019,91972,79537,25328,19132,26242,2498,985,747,2445,2160,12435,9103,1379,1953,1047,895,152,40342,35810,25318,10492,40342,35810,4532,4532,1047,1965,1520
"Mobile County","Mobile County, Alabama","3184223082","1073750500","050","00","3","6","01097","01","097",412992,412992,335.92,1229.43541668919,1644.013,1229.435,414.5774,412992,198374,214618,412992,28159,27943,28824,18655,41277,53631,51417,59975,49790,29985,16960,6376,36.6,35.2,38,412992,248647,142992,3681,7561,204,3885,6022,412992,403056,243904,142272,3541,7507,157,428,5247,9936,4743,720,140,54,47,3457,775,158435,108393,70776,37617,7848,29769,50042,41963,8079,412992,406184,345808,108393,70776,124016,16664,4833,3497,9012,8617,60376,41963,8079,10334,6808,3171,3637,178196,158435,106079,52356,178196,158435,19761,19761,7054,5585,7122
"Monroe County","Monroe County, Alabama","2656485275","22643193","050","00","3","6","01099","01","099",23068,23068,22.49056,1025.67478150478,1034.417,1025.675,8.742586,23068,11109,11959,23068,1382,1532,1782,1145,1848,2418,2873,3391,3079,1984,1186,448,40.1,38.4,41.7,23068,12718,9614,260,67,9,66,334,23068,22848,12621,9581,256,67,4,8,311,220,97,33,4,0,5,58,23,9214,6410,4329,2081,410,1671,2804,2523,281,23068,22838,19704,6410,4329,6792,991,227,161,381,413,3134,2523,281,330,230,216,14,11333,9214,7077,2137,11333,9214,2119,2119,340,1017,762
"Montgomery County","Montgomery County, Alabama","2031190777","40571253","050","00","3","6","01101","01","101",229363,229363,292.4626,784.247179523612,799.9118,784.2472,15.66465,229363,109167,120196,229363,15872,15413,15424,9458,26129,32753,29534,31565,25794,14768,9089,3564,34.9,33.1,36.5,229363,90656,125477,589,4821,171,4743,2906,229363,221049,88099,124928,520,4792,84,187,2439,8314,2557,549,69,29,87,4556,467,89981,57876,34713,23163,4367,18796,32105,27340,4765,229363,220281,182167,57876,34713,66133,8008,3511,2009,5107,4810,38114,27340,4765,6009,9082,5170,3912,101641,89981,55279,34702,101641,89981,11660,11660,5428,2283,3949
"Morgan County","Morgan County, Alabama","1500476319","51064861","050","00","3","6","01103","01","103",119490,119490,206.253,579.33715831888,599.0534,579.3372,19.71625,119490,58886,60604,119490,7487,7928,8177,5032,10003,15061,16075,17985,14871,9675,5427,1769,39,37.7,40.3,119490,95404,14185,1042,691,107,5697,2364,119490,110334,92585,14059,928,665,69,80,1948,9156,2819,126,114,26,38,5617,416,47030,33135,24858,8277,2231,6046,13895,12190,1705,119490,117357,101198,33135,24858,34037,2894,992,792,2303,2187,16159,12190,1705,2264,2133,1887,246,51193,47030,33635,13395,51193,47030,4163,4163,1230,1144,1789
"Perry County","Perry County, Alabama","1863920409","10918516","050","00","3","6","01105","01","105",10591,10591,14.7166,719.663714272035,723.8794,719.6637,4.215663,10591,4980,5611,10591,674,706,708,465,1395,1111,1101,1391,1271,963,575,231,37.2,34.7,39,10591,3204,7276,17,30,5,16,43,10591,10477,3142,7244,17,30,5,4,35,114,62,32,0,0,0,12,8,3947,2663,1405,1258,188,1070,1284,1158,126,10591,9870,8448,2663,1405,3062,614,172,97,231,204,1422,1158,126,138,721,152,569,4737,3947,2742,1205,4737,3947,790,790,110,281,399
"Pickens County","Pickens County, Alabama","2282837059","22578169","050","00","3","6","01107","01","107",19746,19746,22.40278,881.408327760592,890.1258,881.4083,8.71748,19746,9428,10318,19746,1191,1244,1336,830,1693,2094,2309,3020,2693,1836,1120,380,41.9,40.6,42.9,19746,11110,8211,28,36,1,128,232,19746,19433,11027,8169,28,32,1,18,158,313,83,42,0,4,0,110,74,8012,5409,3554,1855,379,1476,2603,2412,191,19746,19412,16571,5409,3554,5651,864,211,158,398,326,2841,2412,191,238,334,331,3,9483,8012,6098,1914,9483,8012,1471,1471,163,519,789
"Pike County","Pike County, Alabama","1740715643","2362806","050","00","3","6","01109","01","109",32899,32899,48.94999,672.094097733271,673.0064,672.0941,0.9122846,32899,15700,17199,32899,1846,1754,1928,1154,6987,3969,3505,3925,3620,2436,1261,514,31.4,29.7,32.8,32899,19144,12054,192,654,24,341,490,32899,32169,18887,11990,185,645,6,14,442,730,257,64,7,9,18,327,48,13210,7759,5035,2724,582,2142,5451,4001,1450,32899,30936,23405,7759,5035,7943,923,365,215,542,623,7531,4001,1450,2080,1963,181,1782,15267,13210,7905,5305,15267,13210,2057,2057,696,589,772
"Randolph County","Randolph County, Alabama","1503616599","9285288","050","00","3","6","01111","01","111",22913,22913,39.46777,580.549655056317,584.1347,580.5497,3.58507,22913,11104,11809,22913,1385,1468,1604,1016,1879,2420,2826,3316,3111,2220,1227,441,41.2,40,42.3,22913,17532,4607,84,55,5,369,261,22913,22264,17280,4604,84,54,5,8,229,649,252,3,0,1,0,361,32,9164,6357,4675,1682,408,1274,2807,2559,248,22913,22506,19406,6357,4675,6248,837,202,173,429,485,3100,2559,248,293,407,214,193,11982,9164,6801,2363,11982,9164,2818,2818,296,1684,838
"Russell County","Russell County, Alabama","1660545751","15673340","050","00","3","6","01113","01","113",52947,52947,82.58254,641.140341962974,647.1918,641.1403,6.051511,52947,25287,27660,52947,4005,3509,3594,2391,5156,7310,6595,7490,6177,3815,2126,779,35.8,34,37.4,52947,28449,22135,219,236,113,691,1104,52947,51001,27591,21926,189,223,112,55,905,1946,858,209,30,13,1,636,199,21229,14085,8438,5647,1128,4519,7144,6168,976,52947,52373,44015,14085,8438,15808,2096,645,503,1154,1286,8358,6168,976,1214,574,494,80,24595,21229,12736,8493,24595,21229,3366,3366,1179,785,1402
"St. Clair County","St. Clair County, Alabama","1636619393","56300062","050","00","3","6","01115","01","115",83593,83593,132.2879,631.902306883275,653.6399,631.9023,21.73758,83593,41904,41689,83593,5533,5478,5447,3368,6536,11353,11881,12632,10456,6682,3272,955,38.6,37.6,39.5,83593,73741,7150,281,518,46,734,1123,83593,81877,72947,7098,252,512,41,64,963,1716,794,52,29,6,5,670,160,31624,23364,18446,4918,1380,3538,8260,7103,1157,83593,81626,71938,23364,18446,23462,2475,541,607,1632,1411,9688,7103,1157,1428,1967,1945,22,35541,31624,25510,6114,35541,31624,3917,3917,730,1896,1291
"Shelby County","Shelby County, Alabama","2032960300","63700594","050","00","3","6","01117","01","117",195085,195085,248.538,784.930376511397,809.5253,784.9304,24.59494,195085,95557,99528,195085,13136,14202,14369,8255,15130,27125,29772,29433,23036,12488,6232,1907,36.9,35.9,37.8,195085,161943,20732,553,3726,74,5373,2684,195085,183518,156371,20606,458,3699,62,250,2072,11567,5572,126,95,27,12,5123,612,74072,53733,44236,9497,2569,6928,20339,17168,3171,195085,192511,168219,53733,44236,58321,3260,1511,1353,3171,2634,24292,17168,3171,3953,2574,1415,1159,80970,74072,59129,14943,80970,74072,6898,6898,2297,3146,1455
"Sumter County","Sumter County, Alabama","2341057426","24436353","050","00","3","6","01119","01","119",13763,13763,15.22645,903.887406428138,913.3223,903.8874,9.434929,13763,6261,7502,13763,761,748,901,658,2065,1393,1451,2007,1716,1057,690,316,37.7,35,39.5,13763,3326,10316,11,33,4,26,47,13763,13677,3304,10283,11,33,1,0,45,86,22,33,0,0,3,26,2,5629,3385,1766,1619,255,1364,2244,1957,287,13763,13045,10446,3385,1766,3799,646,218,94,312,226,2599,1957,287,355,718,131,587,6786,5629,3898,1731,6786,5629,1157,1157,193,392,572
"Talladega County","Talladega County, Alabama","1908239516","60944144","050","00","3","6","01121","01","121",82291,82291,111.6908,736.775416720077,760.3061,736.7754,23.53067,82291,40077,42214,82291,4941,5199,5645,3500,7104,9980,11236,12234,10861,6734,3659,1198,39.3,38.5,40.1,82291,53739,26055,264,339,6,787,1101,82291,80620,53079,25953,230,329,6,60,963,1671,660,102,34,10,0,727,138,31890,22191,15061,7130,1562,5568,9699,8529,1170,82291,79148,67918,22191,15061,22413,3404,775,633,1690,1751,11230,8529,1170,1531,3143,2791,352,37088,31890,23161,8729,37088,31890,5198,5198,1359,2060,1779
"Tallapoosa County","Tallapoosa County, Alabama","1855780057","128808796","050","00","3","6","01123","01","123",41616,41616,58.08067,716.520731370184,766.2541,716.5208,49.73336,41616,20190,21426,41616,2410,2372,2691,1746,3339,4396,5298,6186,5985,4107,2292,794,42.4,41.3,43.5,41616,29087,11083,121,197,8,713,407,41616,40574,28838,11050,119,197,2,22,346,1042,249,33,2,0,6,691,61,16985,11762,8214,3548,841,2707,5223,4624,599,41616,41040,35059,11762,8214,11104,1537,399,366,812,865,5981,4624,599,758,576,521,55,22111,16985,12330,4655,22111,16985,5126,5126,623,3481,1022
"Tuscaloosa County","Tuscaloosa County, Alabama","3423328940","76395592","050","00","3","6","01125","01","125",194656,194656,147.2709,1321.75478187544,1351.251,1321.755,29.4965,194656,94400,100256,194656,11596,11515,11599,7076,38256,26174,22803,23724,20863,11349,7185,2516,31.2,29.9,32.6,194656,129004,57611,526,2306,117,2993,2099,194656,188707,126611,57401,455,2293,76,136,1735,5949,2393,210,71,13,41,2857,364,76141,46304,31696,14608,3293,11315,29837,22224,7613,194656,184233,143210,46304,31696,49693,5058,2271,1372,3359,3457,41023,22224,7613,11186,10423,1605,8818,84872,76141,45659,30482,84872,76141,8731,8731,3857,2653,2221
"Walker County","Walker County, Alabama","2049177420","36263761","050","00","3","6","01127","01","127",67023,67023,84.71143,791.191878881292,805.1934,791.1919,14.00152,67023,32668,34355,67023,3871,4101,4440,2695,5402,7667,8688,9936,9329,6335,3459,1100,41.2,39.9,42.6,67023,61146,3928,251,195,36,639,828,67023,65716,60587,3885,233,190,26,36,759,1307,559,43,18,5,10,603,69,26571,18741,13829,4912,1387,3525,7830,6844,986,67023,66157,57078,18741,13829,17949,2551,563,600,1507,1338,9079,6844,986,1249,866,685,181,30816,26571,20134,6437,30816,26571,4245,4245,965,1223,2057
"Washington County","Washington County, Alabama","2797722307","21650857","050","00","3","6","01129","01","129",17581,17581,16.27559,1080.20669130513,1088.566,1080.207,8.359443,17581,8656,8925,17581,1054,1209,1342,879,1416,1916,2228,2626,2321,1533,796,261,39.7,38.5,40.7,17581,11508,4380,1411,20,12,43,207,17581,17430,11455,4360,1394,18,9,8,186,151,53,20,17,2,3,35,21,6758,4918,3729,1189,292,897,1840,1654,186,17581,17434,15363,4918,3729,5265,727,136,85,281,222,2071,1654,186,231,147,141,6,8407,6758,5718,1040,8407,6758,1649,1649,169,808,672
"Wilcox County","Wilcox County, Alabama","2301200113","48985152","050","00","3","6","01131","01","131",11670,11670,13.13452,888.498374509843,907.4116,888.4984,18.91327,11670,5518,6152,11670,712,870,970,598,945,1239,1350,1664,1570,971,552,229,38.8,36.2,40.8,11670,3126,8465,14,4,1,9,51,11670,11598,3110,8420,14,4,1,2,47,72,16,45,0,0,0,7,4,4484,3110,1628,1482,260,1222,1374,1273,101,11670,11562,10081,3110,1628,3630,814,232,92,347,228,1481,1273,101,107,108,106,2,5649,4484,3583,901,5649,4484,1165,1165,142,679,344
"Winston County","Winston County, Alabama","1587607882","48922827","050","00","3","6","01133","01","133",24484,24484,39.94265,612.978877122211,631.8681,612.9789,18.88921,24484,12021,12463,24484,1329,1464,1557,949,1821,2536,3236,3760,3499,2628,1289,416,43.1,42,44.2,24484,23409,115,163,60,28,356,353,24484,23845,23237,115,139,59,8,4,283,639,172,0,24,1,20,352,70,10163,7074,5513,1561,458,1103,3089,2753,336,24484,24183,20690,7074,5513,6260,710,164,180,359,430,3493,2753,336,404,301,256,45,13469,10163,7818,2345,13469,10163,3306,3306,333,2058,915
"Apache County","Apache County, Arizona","29001443825","54175788","050","00","4","8","04001","04","001",71518,71518,6.38695,11197.5203468124,11218.44,11197.52,20.91739,71518,35678,35840,71518,5960,6022,6385,4293,7215,7833,8098,9608,7836,5176,2324,768,32.4,31.3,33.7,71518,16634,175,52154,203,26,904,1422,71518,67405,14568,157,51360,185,24,27,1084,4113,2066,18,794,18,2,877,338,22771,16331,9746,6585,1757,4828,6440,5654,786,71518,70577,63224,16331,9746,25393,5620,1079,675,2559,1821,7353,5654,786,913,941,503,438,32514,22771,17124,5647,32514,22771,9743,9743,769,5893,3081
"Cochise County","Cochise County, Arizona","15969063883","137025224","050","00","4","8","04003","04","003",131346,131346,21.30272,6165.6903182563,6218.596,6165.69,52.90574,131346,66977,64369,131346,8506,8181,8220,5343,12113,16479,14688,17582,17546,13290,7072,2326,39.7,37.8,41.8,131346,103085,5465,1589,2525,418,12989,5275,131346,88803,76805,4936,989,2410,379,223,3061,42543,26280,529,600,115,39,12766,2214,50865,33653,25457,8196,2365,5831,17212,14366,2846,131346,125075,104403,33653,25457,33926,3923,1088,1180,2390,2786,20672,14366,2846,3460,6271,3187,3084,59041,50865,34711,16154,59041,50865,8176,8176,2014,3175,2987
"Coconino County","Coconino County, Arizona","48222689085","109964090","050","00","4","8","04005","04","005",134421,134421,7.219605,18618.8844241749,18661.34,18618.88,42.45737,134421,66666,67755,134421,8945,8763,8599,5481,23768,18129,15499,17953,15360,7447,3385,1092,31,30.6,31.4,134421,82967,1629,36714,1846,164,6990,4111,134421,116255,74231,1495,35610,1787,138,192,2802,18166,8736,134,1104,59,26,6798,1309,46711,29656,21005,8651,2704,5947,17055,11467,5588,134421,125587,100568,29656,21005,35364,5004,1676,1036,3084,3743,25019,11467,5588,7964,8834,684,8150,63321,46711,28443,18268,63321,46711,16610,16610,1406,13025,2179
"Gila County","Gila County, Arizona","12322988718","97111978","050","00","4","8","04007","04","007",53597,53597,11.26477,4757.93287690908,4795.428,4757.933,37.49514,53597,26633,26964,53597,3059,3120,3135,2157,3769,4501,5156,7517,8733,7255,4004,1191,47.9,46.8,48.9,53597,41162,233,7946,273,47,2865,1071,53597,44009,35298,195,7615,256,34,38,573,9588,5864,38,331,17,13,2827,498,22000,14294,10694,3600,1154,2446,7706,6439,1267,53597,52680,43431,14294,10694,12418,2456,502,426,1173,1468,9249,6439,1267,1543,917,774,143,32698,22000,16759,5241,32698,22000,10698,10698,873,8297,1528
"Graham County","Graham County, Arizona","11972471194","47833765","050","00","4","8","04009","04","009",37220,37220,8.051751,4622.59700971588,4641.066,4622.597,18.46872,37220,19977,17243,37220,3215,2881,2825,1654,4447,5275,4522,4462,3678,2388,1429,444,31.6,31.7,31.3,37220,26827,683,5376,200,52,3034,1048,37220,25900,19483,633,5074,193,49,33,435,11320,7344,50,302,7,3,3001,613,11120,8188,5777,2411,683,1728,2932,2415,517,37220,33469,29751,8188,5777,11465,1864,282,205,864,1106,3718,2415,517,786,3751,3458,293,12980,11120,8089,3031,12980,11120,1860,1860,532,675,653
"Greenlee County","Greenlee County, Arizona","4773673819","13745365","050","00","4","8","04011","04","011",8437,8437,4.577549,1843.12590791926,1848.433,1843.126,5.307116,8437,4398,4039,8437,655,634,742,432,701,1073,1024,1181,979,527,383,106,34.8,34.6,35,8437,6514,89,195,46,5,1268,320,8437,4397,4054,79,142,44,5,3,70,4040,2460,10,53,2,0,1265,250,3188,2152,1579,573,267,306,1036,887,149,8437,8402,7177,2152,1579,2599,328,59,49,141,270,1225,887,149,189,35,33,2,4372,3188,1593,1595,4372,3188,1184,1184,492,388,304
"La Paz County","La Paz County, Arizona","11653984341","36581791","050","00","4","8","04012","04","012",20489,20489,4.553487,4499.62866854982,4513.753,4499.629,14.12431,20489,10550,9939,20489,1028,1005,979,666,1156,1598,1668,2422,3284,4205,2093,385,53.9,54,53.9,20489,14306,129,2628,107,7,2551,761,20489,15683,12854,115,2201,90,5,11,407,4806,1452,14,427,17,2,2540,354,9198,5584,4346,1238,372,866,3614,2957,657,20489,20101,15729,5584,4346,3960,557,174,144,436,528,4372,2957,657,758,388,238,150,16049,9198,7072,2126,16049,9198,6851,6851,627,5788,436
"Maricopa County","Maricopa County, Arizona","23828260196","62795719","050","00","4","8","04013","04","013",3817117,3817117,414.8976,9200.1433458379,9224.389,9200.144,24.24556,3817117,1888465,1928652,3817117,282770,282709,277228,165154,378617,541126,524598,503965,398309,255388,148199,59054,34.6,33.5,35.7,3817117,2786781,190519,78329,132225,7790,489705,131768,3817117,2688376,2240055,177490,59252,128301,6723,5508,71047,1128741,546726,13029,19077,3924,1067,484197,60721,1411583,932814,675057,257757,82206,175551,478769,365212,113557,3817117,3763940,3138026,932814,675057,1144635,89562,49169,41379,95577,109833,625914,365212,113557,147145,53177,28412,24765,1639279,1411583,910320,501263,1639279,1411583,227696,227696,83457,109264,34975
"Mohave County","Mohave County, Arizona","34475546921","387371395","050","00","4","8","04015","04","015",200186,200186,15.03905,13311.0843262594,13460.65,13311.08,149.5649,200186,100078,100108,200186,11005,11251,11655,7354,13643,18277,20110,28724,31509,28309,14431,3918,47.6,47.1,48.1,200186,173878,1882,4500,2103,341,11989,5493,200186,170617,159378,1715,3793,2016,316,145,3254,29569,14500,167,707,87,25,11844,2239,82539,54036,40832,13204,4620,8584,28503,22048,6455,200186,197557,161065,54036,40832,46725,5072,1823,1911,3976,6690,36492,22048,6455,7989,2629,2329,300,110911,82539,57728,24811,110911,82539,28372,28372,3716,19783,4873
"Navajo County","Navajo County, Arizona","25771473007","24078377","050","00","4","8","04017","04","017",107449,107449,10.79844,9950.42173786133,9959.719,9950.422,9.296713,107449,53777,53672,107449,8739,8557,9004,5673,10186,11935,11815,14365,12934,8867,4136,1238,34.7,33.5,36.1,107449,52972,938,46611,580,75,3625,2648,107449,95878,47181,842,45551,542,68,44,1650,11571,5791,96,1060,38,7,3581,998,35658,25923,17524,8399,2302,6097,9735,8213,1522,107449,105222,93657,25923,17524,34410,7077,1318,943,3424,3038,11565,8213,1522,1830,2227,1928,299,56938,35658,25652,10006,56938,35658,21280,21280,1581,15998,3701
"Pima County","Pima County, Arizona","23794311939","5337525","050","00","4","8","04019","04","019",980263,980263,106.7007,9187.03529437202,9189.096,9187.035,2.06083,980263,481437,498826,980263,62521,61773,62129,38893,107791,126173,115795,131528,122367,81792,49606,19895,37.7,36.2,39.1,980263,728751,34674,32605,25731,1624,120639,36239,980263,641461,541700,31075,23558,24592,1336,1461,17739,338802,187051,3599,9047,1139,288,119178,18500,388660,243167,172857,70310,20571,49739,145493,113561,31932,980263,956124,768799,243167,172857,262621,25096,10634,9582,19320,25522,187325,113561,31932,41832,24139,12178,11961,440909,388660,248970,139690,440909,388660,52249,52249,18487,23893,9869
